l,h
190,76
218,76
120,24
210,76
210,76
126,24
140,24
165,55
165,55
135,34
118,24
270,55
270,55
270,55
120,55
166,28
354,38
354,38
117,38
120,55
120,55
190,24
165,76
171,32
281,76
281,76
120,55
120,55
116,24
190,38
250,76
499,76
236,76
461,76
425,76
322,76
461,76
107,76
109,76
335,76
335,76
186,38
134,38
124,24
170,55
170,55
115,55
115,55
120,55
120,55
126,24
267,38
264,38
190,55
190,55
111,55
111,55
268,76
268,76
105,55
105,55
111,38
113,38
190,55
190,55
117,38
168,76
387,76
387,76
438,76
438,76
446,76
446,76
145,76
145,76
166,76
166,76
210,76
210,76
56.4,22
170,76
170,76
158,38
158,38
172,38
170,76
170,76
145,96
145,96
151,76
151,76
45,20
235,76
235,96
235,76
150,96
321,76
321,76
356,76
170,96
168,96
231,38
235,38
170,76
170,76
246,38
250,38
250,38
183,28
231,38
231,38
231,38
144,20
146,20
183,55
183,55
195,55
195,55
137,38
163,24
163,24
170,76
84.4,76
170,76
171.3,76
179.3,38
179.3,38
120,76
160,76
220,96
220,96
220,76
220,76
120,76
170,76
216.3,38
216,38
148,38
160.2,38
200.8,38
200.8,38
200.8,38
120,76
130,76
155,76
155,76
165,38
168,38
155,76
155,76
224,76
217,76
181.9,38
289,38
252,38
145,96
145,96
345,76
200,76
200,76
207,76
207,76
209,76
209,76
140,76
140,76
60,24
58,24
150,76
150,76
45,24
181,76
181,76
150,76
150,76
146,96
146,96
385,76
385,76
387,76
387,76
350,76
350,76
352,76
352,76
148,96
148,96
130,96
135.6,96
148,76
146,76
164,76
155,76
155,76
143,38
170,38
232,76
170.9,76
194,76
197.8,76
200,38
200,38
146,96
284,38
284,38
174,76
171,76
180,76
200,76
361,76
181,76
181,76
181,76
181,76
58,24
193,34
170,76
140,34
144,34
245,24
495,38
200,38
201,38
201,38
201,38
201,38
340,76
403,76
403,76
100,76
100,76
330,76
330,76
330,76
170,55
176,38
120,38
120,38
415,76
415,76
400,76
400,76
260,76
260,76
169,76
117,55
120,76
102,55
106,76
310,20
310,20
300,20
300,20
138,76
138,76
225,26
225,26
105,76
105,76
320,38
306,38
306,38
100,76
210,76
210,76
165,76
85,76
100,55
105,76
361,76
405,76
405,76
405,76
100,76
140,76
98,76
85,76
210,76
210,76
210,76
406,76
80,76
405,76
405,76
101,76
100,76
140,76
116,55
116,55
205,38
80,30
85,76
140,76
140,76
145,76
145,76
105,76
220,38
220,38
160,76
160,76
100,76
50,24
170,32
170,32
170,34
170,34
128,38
320,55
320,55
385,55
402,55
420,55
420,55
100,55
105,76
140,76
140,76
368,38
135,38
415,38
415,76
415,76
220,30
220,30
220,76
220,76
220,76
220,76
100,38
220,55
220,55
220,76
92,55
85,55
85,55
120,76
120,76
70,76
316,76
330,76
330,76
177,76
177,76
115,20
140,76
140,76
120,76
105,55
150,76
180,76
160,76
100,76
100,76
100,76
110,55
289,76
289,76
220,76
220,76
220,76
85,76
242,55
242,55
112,20
185,38
160,38
140,76
140,76
120,76
144,18
120,76
120,76
110,76
100,76
140,76
135,20
85,55
175,55
175,55
100,32
100,76
120,76
120,76
120,76
170,76
170,76
166,76
166,76
210,76
210,76
210,76
170,76
140,76
129,55
347,55
347,55
110,34
131,38
149,38
145,76
145,76
161,34
161,34
415,76
440,76
440,76
200,76
263,76
170,76
170,76
279,76
279,76
394,76
394,76
484,34
393,34
393,34
165,76
165,76
170,76
170,76
212,38
212,38
210,76
270,34
362,34
211,76
211,76
211,76
264,76
264,76
253,76
170,36
170,36
210,76
210,76
196,38
180,38
210,76
210,76
283,38
278,38
278,38
166,76
166,76
166,76
166,76
166,76
96,20
124,20
133,34
167,76
124,38
225,38
225,38
170,38
167,38
145,76
145,76
210,76
222,76
222,76
210,76
210,76
167,34
106,34
244,34
166,76
183,76
202,34
394,38
394,38
271,34
219,34
170,76
170,76
170,76
170,76
170,76
170,76
287,55
287,55
147,76
147,76
170,76
170,76
251,38
158,38
189,55
170,55
170,76
170,76
206,55
247,34
247,34
255,76
255,76
210,76
210,76
162,38
234,38
170,34
170,34
210,76
210,76
165,38
210,76
210,76
420,76
421,76
147,76
147,76
170,76
170,76
240,76
240,76
210,76
210,76
296,38
170,34
165,76
165,76
328,76
328,76
255,76
183.8,30
83,38
172,55
170,55
140,30
149,30
174.4,76
228,76
228,76
163.5,76
163,76
122,14
172,55
166,55
205,76
211,76
185,76
176,96
210,96
210,96
458,76
458,76
488,76
488,76
429,76
429,76
253.5,76
253.5,76
234,76
227,76
422,76
401,76
172.5,76
170,76
162.9,38
162.9,38
121,96
121,96
205.5,76
205.5,76
153,38
155,96
155,96
186.4,55
180,76
176,96
176,96
157,96
157,96
205,96
208.7,96
211,96
211,96
121,96
122,96
183.43,76
183.43,76
196.48,76
196.48,76
120,96
120,96
98,38
177.7,30
177.2,30
125,20
210,96
210,96
120,96
120,96
120,96
121,96
120,96
130,96
151,76
151,76
190,38
190,38
115,76
128.4,96
82,24
63,24
145,96
145,96
165,76
165,76
120,96
120,96
150,96
160,96
144,96
144,96
212,96
212,96
85,38
100,38
193,38
249,38
126,76
126,76
146.4,96
147.7,96
140,96
82,20
218,96
218,96
155,96
152,96
128,96
120,96
150,96
159,96
121,96
121,96
121,96
121,96
180,30
180,30
96,38
94,38
201,38
177,38
259,38
127,38
127,38
169,76
210,76
210,76
402.7,76
402.7,76
360,76
360,76
422,76
422,76
421,76
421,76
396,76
396,76
211,76
211,76
160,76
156,76
156,76
140,76
140,76
204,76
204,76
165,76
165,76
205,38
233,76
233,76
198,76
176,76
247,76
240,76
162.9,76
110,76
207,55
207,55
140,76
140,76
122,96
122,96
200,55
179,55
170,76
195,76
210,38
210,38
210,38
210,38
122,38
122,38
129,30
178,38
142.5,76
220,76
220,76
165,38
249,38
249,38
193,76
187,76
124,96
121,96
121,96
120,96
182.6,38
182.6,38
140,76
155,76
139,76
139,76
140,76
140,76
150,76
150,76
116,32
145,76
145,76
150,76
150,76
70,38
165,55
140,96
140,96
140,96
127,76
127,76
111,38
60,18
305,76
305,76
421,76
421,76
417,76
417,76
370,76
370,76
376,76
322,76
485,76
485,76
507,76
507,76
180,96
180,96
84,38
212,96
231,96
72,32
170,96
170,96
144,76
144,76
101,76
70,76
77,76
52,76
213,96
213,96
52,76
140,76
227,76
285,76
406,76
406,76
216,55
211,24
211,24
155,76
150,76
145,76
145,76
190.5,38
190.5,38
192,76
187,76
150,76
150,76
175,38
175,38
60,38
150,76
150,76
150,76
150,76
150,76
150,76
202,76
202,76
202,76
200,76
200,76
145,76
145,76
145,76
145,76
210,38
202,38
202,38
227,38
147,76
147,76
204,38
170,76
217,76
221,76
150,38
120,38
166,38
166,38
140,38
140,38
177,38
177,38
398,76
398,96
386,96
386,76
180,76
180,76
214,76
214,76
166,76
214,76
214,76
213,76
213,76
150,76
150,76
400,76
400,76
400,76
400,76
400,76
400,76
400,76
305.6,76
254,76
254,76
192,38
168,38
200,76
200,76
169.5,38
190,38
190,38
180,38
180,38
186,38
186.6,76
186.6,76
186.6,76
186.6,76
140,38
144,38
152,76
152,76
120,38
140,38
185,38
193,38
170,76
170,76
390,76
390,76
390,76
390,76
169.5,24
167,24
146,38
152,76
152,76
420,76
420,76
287,76
270,76
237,96
237,96
421,76
419,76
279,76
373,76
436,76
479,76
168,96
168,96
168,96
168,96
458,76
458,76
412,76
415,76
428,76
428,76
256,96
256,96
240,76
240,76
214,76
214,76
218,96
218,96
275,76
275,76
275,76
275,76
160,96
160,96
338,76
338,76
149,76
164,76
150,76
150,76
157,96
157,96
166,96
166,96
162,96
162,96
145,96
145,96
150,96
150,96
150,96
150,96
150,96
149,96
149,96
160,76
160,76
154,96
154,96
150,96
150,96
172,76
162,76
175,96
175,96
151,96
151,96
145,76
145,76
148,76
148,76
150,76
154,76
151,76
151,76
151.5,96
151.5,96
215.7,76
215.7,76
268,38
233,38
196,76
196,76
150,76
150,76
154,96
154,96
156,96
156,96
172,76
151,76
145,96
145,96
150,96
150,96
149,96
159,96
107,76
107,76
105,76
105,76
116,76
105,76
105,76
106,76
146,96
146,96
290,76
290,76
150,96
150,96
403,55
356,55
356,55
224,76
224,76
151,76
151,76
105,76
105,76
105,76
105,76
110,18
105,18
142,96
140,96
142,96
142,96
141,76
140,76
141,96
141,96
145,96
146,96
428.14,76
388,76
418,76
266,76
266,76
218,76
218,76
265,76
265,76
269,76
269,76
169,96
149,96
418.58,76
418.58,76
403,76
403,76
234.5,76
234.5,76
105,76
105,76
215,76
215,76
143,76
143,76
260.15,76
260.15,76
285.17,76
285.17,76
210,76
252.5,76
207,76
207,76
145,96
145,96
228,76
228,76
401.9,76
394,76
433,76
433,76
180,96
180,96
140,76
161,76
161,76
161,76
145,96
145,96
138,76
206,96
206,96
210,96
210,96
84,76
101,38
185.7,76
185.6,76
186.3,76
79,34
81,34
100,34
100,34
280,76
229,76
482,76
482,76
667,76
234,76
475,76
479,96
211,76
285,76
405,96
199,96
199,96
147.6,96
147.6,96
145,96
145,96
208,96
208,96
208,96
208,96
172,76
191,76
151,76
151,76
140,96
140,96
216,76
216,76
120,76
120,76
125,76
170,96
170,96
214,96
210,96
120,96
120,96
140,96
140,96
121,76
121,76
144.6,76
143.7,76
160,96
160,96
147,76
187,76
140,96
140,96
210,96
210,76
210,96
210,96
147,96
147,96
147,96
140,96
140,96
155,96
145,96
180,76
180,76
401,76
401,76
401,76
401,76
401,76
401,76
180,38
180,38
129,96
94,16
120,96
164,96
164,96
100,34
145,76
145,76
120,38
120,38
239,76
120,96
154,96
252,76
252.5,76
116,76
116,76
148,76
150,96
150,96
150,96
140,76
140,76
394,76
394,76
390,76
390,76
402,76
402,76
378,76
378,76
210,76
210,76
170,96
170,96
185,96
185,96
185,76
185,76
145,96
145,96
309,38
309,38
56,38
170,76
200,76
170,76
140,55
140,55
151,38
61,34
105,55
78,38
81,34
114,38
170,76
170,76
170,76
170,76
100,38
90,38
115,34
92,38
85,38
208,38
110,76
280,38
280,38
299,38
299,38
81,38
102,38
102,38
56,38
68,38
110,76
150,76
150,76
151,38
177,76
177,76
180,76
180,76
166,38
166,38
135,38
135,38
70,38
150,76
359,38
252,38
124,38
168,38
192,38
116,38
272,76
245,76
236,76
244,76
205,76
257,76
210,76
226,76
225,76
249,76
83,76
150,76
69,76
173,76
157,96
157,96
146,76
146,76
81,38
81,38
139,76
139,76
152,76
151,76
151,76
101,38
101,76
187,38
187,38
109,38
71,38
70,38
295,38
170,76
59,38
115,38
126,76
91,76
102,38
102,38
151,76
150,76
156,38
70,38
150,76
150,76
150,76
151,76
150,76
85,38
161,38
172,76
172,76
150,76
150,76
150,76
151,76
151,76
381,38
381,38
103,38
151,38
120,76
113,38
132,38
193,38
221,38
140,38
140,76
140,76
78,38
80,38
233,38
278,38
278,38
180,38
180,38
295,38
295,38
90,38
110,38
62,38
75,38
116,38
104,38
192,38
199,38
140,55
170,76
170,76
150,76
150,76
150,76
104,34
150,55
164,55
111,76
111,76
93,38
109,76
203,38
203,38
114,38
114,38
150,38
180,38
276,38
215,38
243,38
353,38
155,76
155,76
150,76
150,76
127,38
119,38
67,34
56,38
81,38
127,38
61,34
92,38
95,38
150,38
190,38
239,76
239,76
150,76
150,76
158,76
158,76
184,38
180,96
180,96
169,38
182,38
110,76
281,38
93,38
119,38
117,38
64,38
94,38
95,38
151.1,76
151.9,76
145,96
145,96
210.5,76
222,76
222,76
211.3,76
211.3,76
213.3,76
213.3,76
145,96
145,96
267,76
267,76
263,76
263,76
212,96
212,96
303,38
303,38
153,96
153,96
210,96
210,96
210,96
210,96
180,96
215,96
220.6,76
254.5,76
270,76
270,76
321,76
321,76
145,96
145,96
148,96
148,76
145,96
145,96
146.7,96
146.7,96
145,96
145,96
212,76
205,76
183,34
183,34
238,76
242,76
174,76
181.2,38
180,38
206,76
170.9,76
170.9,76
170,76
170,76
164,76
161.4,76
238,38
150,96
150,96
194,76
194,76
432.5,76
432.5,76
422,76
422,76
434,76
455,76
402.8,76
407.3,76
247.1,96
247.1,96
160.6,96
216.7,96
160.7,76
150.1,76
419,76
419,96
419,96
419,76
150,96
150,96
212.4,76
236.3,76
216.8,76
220,76
220,76
215.6,76
216.3,76
216,76
221.9,76
221.5,76
223.2,96
223.7,96
145,96
145,96
215,76
215,76
145.7,96
146.2,96
365,76
365,76
145.8,96
223,76
147,96
163.3,96
145,96
145,96
195,38
218,38
218,38
172,76
185,38
389,38
217,38
170,76
137.2,34
161.6,34
211.4,76
211.4,76
154.8,96
153.4,76
153.4,96
212,38
218,38
162,38
161.5,76
161.5,76
399,76
490,76
490,76
498,76
498,76
498,76
498,76
452.3,76
452.3,76
391.4,96
391.4,96
140,76
167,28
222,76
160,76
174,38
170,38
175,76
175,76
157,30
120,76
196,38
223,38
164,38
176,38
182,38
182,38
120,76
170,76
170,76
140,76
170,76
185,38
185,38
128,38
130,32
139,20
175,32
138,32
184,38
185,38
333,76
333,76
200,30
180,76
180,76
117,24
162,24
180,76
180,76
180,76
120,76
160,76
160,76
186,96
408,38
345,38
110,76
110,76
143,20
143,20
178,38
160,38
284,38
300,38
284,38
169,38
160,36
220,38
150,38
150,38
193,38
193,38
125,38
87,14
320,38
320,38
320,38
120,76
110,76
110,76
179,28
108,24
87,18
55,22
212,76
121,96
180,38
180,38
183,38
165,38
160,76
432,76
432,76
345,76
345,76
440,76
120,76
410,76
298,76
298,76
167,76
167,76
191,34
190,38
190,38
190,38
160,76
200,38
240,38
240,38
120,76
194,30
237,38
160,76
180,76
180,76
180,76
160,76
160,76
190,38
167,38
121,38
191,38
278,38
414,76
414,76
414,76
200,76
180,76
180,96
79,28
125,76
125,76
405,76
405,76
405,76
405,76
170,38
165,38
180,36
162,36
125,38
160,76
160,76
160,76
160,76
160,76
190,38
185,38
160,76
160,76
160,76
160,76
190,38
191,38
91,22
